institution,lab,experimenter,animal_ID,session_ID,session_date,species,sex,age__days,strain,spikeTimes_probe,zero_time,area,condition,related_publication,trialInfo,lfp,spikeTimes,spikeWaves,behEvents,spikeTimes_acquisition_software,spikeTimes_data_unit_measurement,spikeTimes_filter_cutoff_high__Hz,spikeTimes_filter_cutoff_low__Hz,spikeTimes_filter_type,spikeTimes_quality_metric,spikeTimes_sample_frequency__Hz,spikeTimes_sorting_software,spikeWaves_probe,spikeWaves_clustering_algorithm,spikeWaves_sample_frequency__Hz,spikeWaves_data_unit_measurement,comments
MIT,SurLab,Gabrielle Drummond,AstroDREADD25,20240702,2024-07-02,Mus musculus,U,,C57BL/6 wild type,Neuropixel1.0,spikeTimes,PFC,DPCPX,Drummond et al. (2024). doi: 10.1101/2024.10.24.620009,1,0,1,1,0,spikeGLX,,,,,,,Kilosort,Neuropixel1.0,,,,//
